service_id,customer_id,service_date,service_type,service_center,city,promised_duration_hours,actual_duration_hours,delay_hours,labor_cost,parts_cost,total_cost,technician_skill_rating,wait_time_minutes,communication_satisfaction,overall_satisfaction,recommendation_score,nps_category,follow_up_received,issue_resolved_first_visit,service_advisor_rating,facility_cleanliness_rating,parts_availability,booking_method,pickup_dropoff_used,warranty_claim
SRV_002377,CUST_00844,2025-07-15 05:00:18.695242,Oil Change,Connaught Place,Delhi,1.4,1.5,0.1,2918.0,711.0,3629.0,0.62,55.0,3.3,3.1,1.4,Detractor,True,True,4.4,3.9,Not Available,Walk-in,False,False
SRV_002378,CUST_00592,2025-07-05 05:00:18.689246,Regular Service,Tambaram,Chennai,1.9,1.6,0.0,3688.0,1080.0,4769.0,0.91,115.0,3.3,4.0,7.9,Passive,True,True,4.0,4.5,Not Available,Online,True,False
SRV_002379,CUST_00420,2023-06-16 05:00:18.684243,Regular Service,Marathahalli,Bangalore,2.1,2.9,0.8,3351.0,300.0,3651.0,0.84,97.0,3.3,3.5,2.6,Detractor,True,True,3.9,3.9,Not Available,Mobile App,False,False
SRV_002380,CUST_00884,2024-12-23 05:00:18.696242,Brake Service,Karol Bagh,Delhi,2.2,2.0,0.0,7231.0,802.0,8032.0,0.68,100.0,3.8,4.2,7.2,Passive,True,True,4.3,3.6,Not Available,Mobile App,True,False
SRV_002381,CUST_00445,2023-09-09 05:00:18.685242,Regular Service,New Town,Kolkata,2.1,3.1,1.0,2857.0,524.0,3381.0,0.76,37.0,3.9,3.2,0.5,Detractor,False,False,4.3,4.4,Delayed,Walk-in,True,False
SRV_002382,CUST_01259,2024-01-22 05:00:18.730244,Brake Service,Malad,Mumbai,5.0,5.1,0.1,3789.0,1171.0,4960.0,0.78,20.0,3.6,4.1,7.8,Passive,True,True,4.4,3.8,Not Available,Online,True,False
SRV_002383,CUST_01056,2024-10-27 05:00:18.700242,Major Service,Dwarka,Delhi,5.2,5.9,0.7,18762.0,6862.0,25624.0,0.73,99.0,4.8,3.1,3.4,Detractor,True,True,3.8,3.6,Not Available,Online,True,False
SRV_002384,CUST_01149,2025-05-03 05:00:18.721244,Oil Change,C-Scheme,Jaipur,1.1,1.0,0.0,2818.0,690.0,3508.0,0.84,112.0,3.1,3.9,7.9,Passive,True,True,4.9,4.4,Available,Phone,False,False
SRV_002385,CUST_00506,2025-05-07 05:00:18.687241,Major Service,Vastrapur,Ahmedabad,4.7,6.5,1.7,17879.0,2829.0,20708.0,0.8,67.0,3.5,3.6,7.2,Passive,True,False,4.8,4.2,Available,Mobile App,False,False
SRV_002386,CUST_00635,2025-05-05 05:00:18.690242,Regular Service,Vaishali Nagar,Jaipur,2.6,3.3,0.7,4440.0,1225.0,5665.0,0.68,111.0,4.5,3.3,3.2,Detractor,True,True,4.2,3.7,Available,Mobile App,False,False
SRV_002387,CUST_01833,2024-12-05 05:00:18.763731,Regular Service,Wakad,Pune,2.2,2.4,0.2,3905.0,46.0,3951.0,0.98,46.0,3.6,4.0,7.8,Passive,False,False,3.4,4.9,Not Available,Online,False,False
SRV_002388,CUST_01945,2023-10-17 05:00:18.766243,Major Service,Marathahalli,Bangalore,6.5,7.2,0.7,12966.0,86.0,13052.0,0.85,77.0,3.1,2.9,5.6,Detractor,False,True,4.6,4.6,Available,Mobile App,False,False
SRV_002389,CUST_00471,2024-12-29 05:00:18.686242,Oil Change,Hazratganj,Lucknow,1.6,1.9,0.3,2126.0,388.0,2514.0,0.74,102.0,4.9,3.7,7.7,Passive,False,True,4.5,3.9,Delayed,Walk-in,True,False
SRV_002390,CUST_01234,2023-09-10 05:00:18.729244,Regular Service,Madhapur,Hyderabad,4.1,4.5,0.4,2448.0,319.0,2766.0,0.83,66.0,3.5,4.2,7.5,Passive,False,True,3.8,4.7,Delayed,Phone,True,False
SRV_002391,CUST_01689,2022-11-12 05:00:18.759243,Regular Service,Janakpuri,Delhi,3.7,4.0,0.3,2554.0,573.0,3127.0,0.7,105.0,4.4,3.8,7.6,Passive,False,True,4.0,4.1,Available,Walk-in,True,False
SRV_002392,CUST_00644,2023-01-14 05:00:18.690242,Brake Service,Prahlad Nagar,Ahmedabad,4.7,6.0,1.3,5511.0,1497.0,7008.0,0.64,80.0,3.2,3.3,4.0,Detractor,True,True,4.6,4.4,Not Available,Online,False,False
SRV_002393,CUST_01722,2025-06-07 05:00:18.760245,Regular Service,Maninagar,Ahmedabad,3.6,2.7,0.0,4963.0,1079.0,6042.0,0.75,92.0,4.3,3.8,8.0,Passive,False,True,3.1,3.6,Available,Phone,True,False
SRV_002394,CUST_00955,2025-07-02 05:00:18.698242,Engine Repair,Koramangala,Bangalore,9.3,11.1,1.8,40287.0,8618.0,48905.0,0.63,32.0,3.7,3.5,7.6,Passive,True,True,4.8,3.8,Not Available,Walk-in,False,False
SRV_002395,CUST_01850,2023-11-18 05:00:18.764388,Regular Service,Mansarovar,Jaipur,2.5,1.9,0.0,3381.0,987.0,4369.0,0.89,6.0,4.4,4.5,7.1,Passive,True,True,4.2,3.9,Not Available,Walk-in,True,False
SRV_002396,CUST_01630,2023-11-07 05:00:18.743243,Oil Change,Andheri West,Mumbai,1.1,1.6,0.5,1682.0,225.0,1908.0,0.96,101.0,4.4,5.0,9.2,Promoter,True,True,4.1,4.5,Delayed,Online,False,False
SRV_002397,CUST_00146,2023-07-04 05:00:18.660247,Engine Repair,Kukatpally,Hyderabad,13.7,15.5,1.7,28761.0,1247.0,30009.0,0.65,107.0,3.1,3.0,5.3,Detractor,False,False,3.1,4.8,Delayed,Online,True,False
SRV_002398,CUST_00096,2023-05-06 05:00:18.658241,Regular Service,Koramangala,Bangalore,4.5,5.5,1.0,4309.0,232.0,4541.0,0.91,113.0,3.8,3.5,7.5,Passive,True,True,3.9,4.6,Not Available,Mobile App,True,False
SRV_002399,CUST_00885,2024-08-30 05:00:18.696242,Regular Service,Koramangala,Bangalore,3.6,3.7,0.0,4386.0,554.0,4939.0,0.88,72.0,3.3,3.5,8.0,Passive,False,True,3.4,3.9,Not Available,Phone,True,False
SRV_002400,CUST_00494,2025-06-13 05:00:18.686242,Major Service,Hinjewadi,Pune,5.7,6.1,0.3,8783.0,2076.0,10859.0,0.74,97.0,3.2,4.0,7.7,Passive,True,True,3.8,3.5,Available,Walk-in,False,False
SRV_002401,CUST_00540,2024-07-24 05:00:18.688243,Oil Change,Maninagar,Ahmedabad,1.2,1.1,0.0,3078.0,399.0,3476.0,0.8,76.0,3.7,3.6,7.2,Passive,True,True,4.6,4.4,Delayed,Mobile App,True,False
SRV_002402,CUST_00800,2023-03-26 05:00:18.694242,Oil Change,Vastrapur,Ahmedabad,1.4,1.6,0.3,2375.0,570.0,2945.0,0.8,51.0,4.3,3.6,7.5,Passive,True,True,4.8,3.8,Not Available,Mobile App,True,False
SRV_002403,CUST_01900,2025-11-22 05:00:18.765246,Oil Change,Dwarka,Delhi,2.1,2.1,0.1,2239.0,326.0,2565.0,0.87,47.0,4.4,4.3,7.6,Passive,False,True,4.4,4.1,Delayed,Online,False,False
SRV_002404,CUST_00481,2023-11-08 05:00:18.686242,Major Service,T. Nagar,Chennai,5.0,5.8,0.8,11558.0,477.0,12035.0,0.7,21.0,4.5,2.8,2.2,Detractor,True,True,3.9,4.4,Delayed,Phone,True,False
SRV_002405,CUST_00145,2024-10-28 05:00:18.660247,Regular Service,Powai,Mumbai,2.7,2.0,0.0,4080.0,1330.0,5411.0,0.86,31.0,5.0,3.4,0.5,Detractor,False,True,4.4,3.9,Not Available,Phone,True,False
SRV_002406,CUST_01782,2026-04-16 05:00:18.762244,Major Service,Koramangala,Bangalore,6.6,6.4,0.0,11621.0,50.0,11671.0,0.8,97.0,4.8,3.8,7.9,Passive,False,False,3.0,3.7,Not Available,Mobile App,True,True
SRV_002407,CUST_00422,2023-03-05 05:00:18.684243,Major Service,Jayanagar,Bangalore,6.6,6.1,0.0,12532.0,1166.0,13698.0,0.91,23.0,4.2,4.1,7.5,Passive,True,False,4.6,4.3,Delayed,Phone,True,True
SRV_002408,CUST_00378,2025-01-15 05:00:18.683245,Brake Service,Dwarka,Delhi,3.9,2.4,0.0,8437.0,1262.0,9698.0,0.8,108.0,4.5,4.3,7.8,Passive,True,False,3.8,4.3,Available,Walk-in,True,False
SRV_002409,CUST_00998,2025-04-18 05:00:18.699242,Regular Service,Electronic City,Bangalore,2.1,2.2,0.1,5983.0,271.0,6253.0,0.87,68.0,4.5,4.6,9.7,Promoter,False,True,4.1,3.7,Available,Mobile App,False,False
SRV_002410,CUST_01714,2023-05-22 05:00:18.760245,Major Service,C-Scheme,Jaipur,4.7,3.6,0.0,16690.0,383.0,17073.0,0.89,75.0,4.3,4.2,7.1,Passive,False,True,4.3,4.3,Not Available,Mobile App,False,False
SRV_002411,CUST_01656,2024-01-26 05:00:18.759243,Brake Service,OMR,Chennai,1.9,2.3,0.4,6226.0,1557.0,7782.0,0.72,65.0,3.4,3.6,7.7,Passive,True,True,4.3,4.2,Available,Phone,True,False
SRV_002412,CUST_01634,2025-10-06 05:00:18.743243,Battery Replacement,Indira Nagar,Lucknow,1.0,1.3,0.3,4340.0,372.0,4712.0,0.78,67.0,4.2,4.6,9.8,Promoter,False,True,3.7,4.3,Delayed,Walk-in,False,False
SRV_002413,CUST_00744,2024-02-09 05:00:18.693242,Regular Service,Tambaram,Chennai,2.6,3.3,0.7,3464.0,1197.0,4661.0,0.92,62.0,4.7,3.7,7.9,Passive,False,True,4.4,4.5,Delayed,Walk-in,True,False
SRV_002414,CUST_01804,2025-01-13 05:00:18.762772,Regular Service,New Town,Kolkata,3.0,3.7,0.6,3710.0,1335.0,5045.0,0.67,61.0,3.9,3.4,5.3,Detractor,False,True,3.1,4.7,Available,Walk-in,True,False
SRV_002415,CUST_01899,2023-04-19 05:00:18.765246,Brake Service,Aundh,Pune,1.7,2.5,0.7,4920.0,176.0,5095.0,0.95,48.0,4.1,4.4,7.7,Passive,False,True,3.3,3.9,Not Available,Online,True,False
SRV_002416,CUST_01368,2025-05-17 05:00:18.735244,Major Service,Mansarovar,Jaipur,7.0,9.3,2.3,12446.0,3369.0,15815.0,0.7,111.0,3.9,2.3,1.5,Detractor,True,True,4.3,4.5,Available,Walk-in,True,False
SRV_002417,CUST_01538,2023-09-01 05:00:18.740245,Oil Change,Rajarhat,Kolkata,1.0,1.4,0.4,2119.0,661.0,2780.0,0.9,18.0,3.2,4.1,7.4,Passive,True,True,4.4,4.8,Not Available,Phone,False,False
SRV_002418,CUST_00770,2025-02-15 05:00:18.693242,Major Service,Bandra East,Mumbai,5.9,5.8,0.0,9572.0,2956.0,12529.0,0.79,103.0,3.6,3.6,7.0,Passive,False,True,3.8,3.8,Delayed,Walk-in,False,False
SRV_002419,CUST_00083,2024-04-06 05:00:18.657826,Oil Change,Kukatpally,Hyderabad,1.4,1.1,0.0,1949.0,395.0,2344.0,0.6,26.0,3.2,4.1,7.4,Passive,False,True,4.7,4.2,Available,Phone,True,False
SRV_002420,CUST_01183,2024-02-25 05:00:18.722244,Regular Service,Hazratganj,Lucknow,3.4,4.1,0.7,3629.0,437.0,4066.0,0.68,80.0,4.0,3.7,7.4,Passive,False,True,4.3,4.9,Available,Walk-in,False,False
SRV_002421,CUST_01509,2024-12-02 05:00:18.740245,Regular Service,Electronic City,Bangalore,3.1,2.4,0.0,3157.0,755.0,3912.0,0.83,34.0,4.4,3.8,7.1,Passive,True,True,3.9,4.0,Available,Online,False,False
SRV_002422,CUST_01488,2025-06-24 05:00:18.739244,AC Service,T. Nagar,Chennai,4.0,4.7,0.7,6392.0,151.0,6543.0,0.81,38.0,3.4,3.7,7.6,Passive,True,True,4.8,4.5,Available,Mobile App,True,False
SRV_002423,CUST_01444,2023-04-17 05:00:18.738244,Oil Change,Anna Nagar,Chennai,2.0,2.1,0.1,2057.0,45.0,2102.0,0.73,62.0,3.7,4.3,7.8,Passive,True,True,4.7,4.8,Available,Phone,True,False
SRV_002424,CUST_00332,2025-02-19 05:00:18.664243,Regular Service,Karol Bagh,Delhi,3.1,2.8,0.0,4069.0,1611.0,5680.0,0.98,55.0,4.3,4.1,7.9,Passive,True,False,4.1,4.4,Available,Walk-in,False,False
SRV_002425,CUST_00847,2024-01-04 05:00:18.695242,Regular Service,Kukatpally,Hyderabad,2.7,3.0,0.2,2486.0,144.0,2630.0,0.86,98.0,4.1,4.5,9.7,Promoter,False,True,4.3,4.3,Available,Mobile App,False,True
SRV_002426,CUST_01898,2024-06-14 05:00:18.765246,Regular Service,Aliganj,Lucknow,2.2,3.1,1.0,2933.0,796.0,3729.0,0.95,81.0,3.4,3.7,7.4,Passive,True,True,3.4,4.8,Available,Phone,True,False
SRV_002427,CUST_01093,2026-04-23 05:00:18.701242,Paint & Body Work,C-Scheme,Jaipur,12.6,8.0,0.0,29560.0,54.0,29614.0,0.9,67.0,3.8,4.5,9.0,Promoter,False,False,4.8,4.1,Delayed,Online,False,False
SRV_002428,CUST_00692,2025-03-23 05:00:18.692244,Major Service,Kukatpally,Hyderabad,6.5,8.3,1.7,14933.0,5929.0,20862.0,0.89,56.0,3.3,3.5,0.5,Detractor,True,True,3.6,3.5,Available,Online,True,False
SRV_002429,CUST_00596,2024-03-19 05:00:18.689246,AC Service,Secunderabad,Hyderabad,3.0,3.5,0.6,5559.0,82.0,5641.0,0.93,11.0,4.5,3.7,8.0,Passive,True,False,3.3,4.7,Delayed,Online,True,False
SRV_002430,CUST_00457,2023-04-01 05:00:18.685242,Brake Service,Vaishali Nagar,Jaipur,4.5,5.8,1.3,6837.0,1228.0,8065.0,0.97,63.0,4.4,3.1,0.5,Detractor,False,True,4.7,4.6,Available,Mobile App,False,False
SRV_002431,CUST_00701,2023-10-01 05:00:18.692244,Regular Service,Howrah,Kolkata,3.3,4.5,1.1,3355.0,250.0,3605.0,0.92,76.0,4.4,3.3,2.3,Detractor,False,True,3.8,3.9,Available,Online,True,False
SRV_002432,CUST_00825,2024-08-11 05:00:18.695242,Regular Service,Karol Bagh,Delhi,1.7,2.6,0.9,5386.0,897.0,6283.0,0.64,68.0,3.3,2.8,2.4,Detractor,True,True,3.2,4.4,Delayed,Walk-in,True,False
SRV_002433,CUST_00111,2026-05-09 05:00:18.658241,Regular Service,Gomti Nagar,Lucknow,3.3,3.9,0.7,2944.0,350.0,3294.0,0.79,72.0,4.2,3.4,4.6,Detractor,False,True,4.5,4.5,Available,Walk-in,True,False
SRV_002434,CUST_01776,2025-02-02 05:00:18.762244,Regular Service,C-Scheme,Jaipur,2.6,1.9,0.0,4895.0,1195.0,6090.0,0.87,53.0,3.6,4.2,7.4,Passive,False,True,3.2,4.9,Delayed,Walk-in,False,False
SRV_002435,CUST_01158,2024-10-03 05:00:18.721244,Regular Service,Vastrapur,Ahmedabad,2.2,2.5,0.3,2245.0,876.0,3120.0,0.75,80.0,4.0,3.9,7.7,Passive,True,True,3.7,4.8,Delayed,Mobile App,True,False
SRV_002436,CUST_00381,2023-07-04 05:00:18.683245,Major Service,Dwarka,Delhi,8.5,6.7,0.0,9810.0,1073.0,10883.0,0.61,21.0,4.7,3.2,5.9,Detractor,True,True,4.9,3.9,Not Available,Online,True,False
SRV_002437,CUST_00249,2026-03-21 05:00:18.662248,Oil Change,Howrah,Kolkata,1.5,2.3,0.8,2249.0,474.0,2724.0,0.83,16.0,4.6,4.1,7.7,Passive,True,True,4.1,3.5,Delayed,Phone,True,False
SRV_002438,CUST_01145,2024-02-26 05:00:18.721244,Regular Service,T. Nagar,Chennai,3.0,3.9,0.9,4822.0,401.0,5223.0,0.79,107.0,4.4,3.1,4.4,Detractor,False,True,4.5,4.2,Not Available,Online,True,False
SRV_002439,CUST_00047,2023-12-26 05:00:18.656242,Oil Change,Mansarovar,Jaipur,1.4,1.5,0.1,2649.0,153.0,2802.0,0.71,95.0,4.2,4.1,7.3,Passive,True,True,4.8,4.5,Available,Online,True,False
SRV_002440,CUST_01393,2024-12-13 05:00:18.736244,Oil Change,Karol Bagh,Delhi,1.5,1.9,0.4,1804.0,500.0,2304.0,0.7,82.0,3.9,3.5,7.4,Passive,False,True,4.0,4.5,Delayed,Mobile App,True,True
SRV_002441,CUST_00122,2025-08-02 05:00:18.659245,AC Service,Banjara Hills,Hyderabad,3.4,4.0,0.6,4147.0,1393.0,5540.0,0.82,119.0,3.7,4.1,7.8,Passive,False,True,3.4,4.5,Available,Phone,False,False
SRV_002442,CUST_01171,2025-05-18 05:00:18.721244,Regular Service,Hazratganj,Lucknow,2.5,2.3,0.0,2657.0,42.0,2699.0,0.9,29.0,3.6,4.2,7.7,Passive,True,True,4.4,4.0,Delayed,Online,False,True
SRV_002443,CUST_00666,2024-08-16 05:00:18.691243,Oil Change,C-Scheme,Jaipur,2.3,2.5,0.2,2894.0,113.0,3007.0,0.76,46.0,3.8,4.3,7.8,Passive,False,False,4.8,4.4,Available,Mobile App,True,False
SRV_002444,CUST_00077,2024-06-08 05:00:18.657826,Regular Service,Mansarovar,Jaipur,2.3,2.5,0.3,2802.0,729.0,3531.0,0.6,57.0,4.4,3.6,7.9,Passive,True,False,4.3,4.2,Available,Phone,False,False
SRV_002445,CUST_00107,2023-06-13 05:00:18.658241,Major Service,Electronic City,Bangalore,7.4,4.5,0.0,11425.0,372.0,11796.0,0.67,59.0,4.5,3.6,7.7,Passive,False,True,4.7,4.4,Delayed,Mobile App,False,False
SRV_002446,CUST_01225,2023-03-08 05:00:18.723244,Major Service,Secunderabad,Hyderabad,5.4,8.2,2.9,12720.0,2666.0,15386.0,0.63,88.0,4.2,3.2,3.6,Detractor,False,True,3.2,4.3,Not Available,Phone,True,True
SRV_002447,CUST_00947,2025-02-04 05:00:18.698242,Oil Change,Whitefield,Bangalore,1.5,1.4,0.0,1845.0,28.0,1873.0,0.89,83.0,3.0,3.7,7.0,Passive,True,True,4.2,4.8,Delayed,Phone,True,False
SRV_002448,CUST_00078,2023-07-01 05:00:18.657826,Brake Service,Tambaram,Chennai,2.7,2.9,0.2,3251.0,1090.0,4341.0,0.84,96.0,4.1,4.1,7.0,Passive,True,True,3.5,4.3,Delayed,Walk-in,True,False
SRV_002449,CUST_01883,2023-11-30 05:00:18.765246,Regular Service,Howrah,Kolkata,1.9,2.7,0.8,2684.0,378.0,3062.0,0.77,58.0,4.1,3.3,2.9,Detractor,True,True,3.5,4.2,Delayed,Mobile App,False,False
SRV_002450,CUST_01619,2024-01-14 05:00:18.742244,Oil Change,Malviya Nagar,Jaipur,1.4,1.1,0.0,2367.0,260.0,2627.0,0.8,39.0,4.2,4.3,7.3,Passive,True,True,3.2,4.4,Not Available,Mobile App,False,False
SRV_002451,CUST_01316,2025-04-25 05:00:18.733242,Oil Change,Velachery,Chennai,1.2,1.8,0.7,2926.0,1077.0,4002.0,0.7,31.0,3.8,4.1,7.0,Passive,False,True,3.0,4.5,Delayed,Phone,True,False
SRV_002452,CUST_01497,2024-08-21 05:00:18.739244,Oil Change,Vaishali Nagar,Jaipur,1.0,1.1,0.2,1930.0,70.0,2000.0,0.94,111.0,4.4,4.1,7.9,Passive,False,True,4.7,3.8,Available,Online,False,True
SRV_002453,CUST_01524,2024-07-13 05:00:18.740245,Major Service,Secunderabad,Hyderabad,6.1,5.9,0.0,8286.0,2210.0,10496.0,0.81,97.0,3.9,3.7,7.9,Passive,True,True,3.8,4.3,Available,Mobile App,True,False
SRV_002454,CUST_00517,2024-10-15 05:00:18.687241,Major Service,Hazratganj,Lucknow,6.4,4.4,0.0,12793.0,4970.0,17763.0,0.87,61.0,3.5,3.8,7.4,Passive,True,True,3.9,4.7,Available,Walk-in,False,False
SRV_002455,CUST_00532,2024-01-01 05:00:18.687241,Regular Service,Maninagar,Ahmedabad,2.1,3.1,1.0,2842.0,783.0,3624.0,0.87,57.0,4.3,3.7,7.3,Passive,False,True,3.6,4.1,Delayed,Walk-in,False,False
SRV_002456,CUST_01615,2023-09-11 05:00:18.742244,Brake Service,Rohini,Delhi,1.6,2.4,0.8,6617.0,1295.0,7912.0,0.87,17.0,3.1,3.8,7.9,Passive,False,True,3.9,3.9,Available,Phone,True,True
SRV_002457,CUST_01868,2024-02-16 05:00:18.764388,Battery Replacement,Vastrapur,Ahmedabad,1.9,2.2,0.4,5542.0,1248.0,6790.0,0.97,67.0,4.5,4.1,7.9,Passive,False,True,4.2,4.1,Delayed,Walk-in,True,False
SRV_002458,CUST_01799,2024-05-23 05:00:18.762772,Regular Service,Indira Nagar,Lucknow,2.7,3.6,0.9,4149.0,1600.0,5749.0,0.62,90.0,4.1,3.6,7.2,Passive,False,True,4.2,4.7,Not Available,Online,False,False
SRV_002459,CUST_00934,2025-05-28 05:00:18.697242,AC Service,Tambaram,Chennai,3.8,3.8,0.0,3242.0,1158.0,4399.0,0.77,69.0,4.0,4.1,7.6,Passive,False,True,4.6,4.5,Delayed,Walk-in,False,False
SRV_002460,CUST_00226,2023-04-10 05:00:18.662248,Regular Service,Goregaon,Mumbai,3.8,4.7,0.9,5191.0,272.0,5463.0,0.81,56.0,3.8,3.0,2.9,Detractor,False,True,4.4,4.7,Delayed,Phone,True,False
SRV_002461,CUST_01652,2025-02-11 05:00:18.759243,Oil Change,Gomti Nagar,Lucknow,1.2,1.3,0.1,2125.0,286.0,2412.0,0.76,67.0,4.0,3.7,7.1,Passive,True,False,4.9,4.6,Delayed,Walk-in,False,False
SRV_002462,CUST_01481,2023-10-14 05:00:18.739244,Oil Change,Velachery,Chennai,1.1,1.5,0.4,2767.0,99.0,2865.0,0.71,84.0,3.4,4.0,7.7,Passive,True,True,3.5,3.6,Delayed,Phone,False,False
SRV_002463,CUST_01214,2023-06-06 05:00:18.723244,Regular Service,Kukatpally,Hyderabad,3.5,3.6,0.1,4338.0,1394.0,5732.0,0.82,45.0,4.1,3.2,3.2,Detractor,True,False,3.1,3.9,Available,Walk-in,False,False
SRV_002464,CUST_00295,2025-09-21 05:00:18.663245,Major Service,Vaishali Nagar,Jaipur,8.5,5.9,0.0,12603.0,690.0,13293.0,0.83,53.0,4.5,3.6,7.8,Passive,True,True,3.9,4.5,Not Available,Online,False,False
SRV_002465,CUST_00925,2025-09-12 05:00:18.697242,Engine Repair,Connaught Place,Delhi,8.4,10.8,2.4,23580.0,5784.0,29364.0,0.62,58.0,3.1,3.0,1.4,Detractor,False,False,4.9,5.0,Available,Online,True,False
SRV_002466,CUST_00792,2024-05-18 05:00:18.694242,Major Service,Aliganj,Lucknow,5.2,6.2,1.0,10015.0,3444.0,13459.0,0.64,23.0,4.6,3.7,7.8,Passive,False,False,4.6,4.5,Not Available,Walk-in,True,False
SRV_002467,CUST_00805,2023-07-02 05:00:18.694242,Oil Change,Rohini,Delhi,1.3,1.3,0.0,1639.0,520.0,2159.0,0.8,15.0,3.3,4.1,7.4,Passive,False,True,3.8,4.1,Not Available,Mobile App,False,False
SRV_002468,CUST_01783,2023-12-09 05:00:18.762244,Oil Change,Aliganj,Lucknow,1.8,1.6,0.0,2007.0,14.0,2021.0,0.75,99.0,3.8,4.1,8.0,Passive,True,True,4.3,4.6,Delayed,Phone,True,False
SRV_002469,CUST_00615,2025-08-16 05:00:18.690242,Regular Service,Janakpuri,Delhi,4.6,3.9,0.0,4940.0,1374.0,6313.0,0.74,84.0,4.4,3.8,7.2,Passive,True,True,4.0,3.6,Not Available,Walk-in,False,False
SRV_002470,CUST_01909,2023-12-18 05:00:18.765246,Brake Service,Whitefield,Bangalore,4.5,3.1,0.0,5796.0,1729.0,7525.0,0.94,60.0,3.1,4.4,7.0,Passive,True,True,4.2,4.1,Not Available,Walk-in,True,False
SRV_002471,CUST_00455,2025-09-16 05:00:18.685242,Oil Change,Gachibowli,Hyderabad,1.3,1.0,0.0,1579.0,271.0,1849.0,0.68,6.0,3.6,3.5,2.9,Detractor,True,True,4.2,3.7,Available,Online,False,False
SRV_002472,CUST_00898,2024-01-07 05:00:18.696242,Major Service,Vastrapur,Ahmedabad,4.6,6.2,1.6,10434.0,2039.0,12472.0,0.94,80.0,3.1,3.7,7.3,Passive,True,True,4.4,4.7,Delayed,Walk-in,True,False
SRV_002473,CUST_00897,2025-10-30 05:00:18.696242,Major Service,T. Nagar,Chennai,5.3,5.0,0.0,13061.0,4433.0,17494.0,0.85,6.0,3.3,3.4,5.1,Detractor,True,False,3.4,3.5,Not Available,Walk-in,True,False
SRV_002474,CUST_00258,2024-10-07 05:00:18.662248,Regular Service,Whitefield,Bangalore,2.2,2.9,0.7,2321.0,398.0,2720.0,0.77,26.0,3.8,2.9,5.1,Detractor,True,True,3.1,3.7,Delayed,Phone,True,False
SRV_002475,CUST_01807,2023-11-23 05:00:18.762772,Regular Service,Lajpat Nagar,Delhi,3.2,2.9,0.0,2068.0,801.0,2869.0,0.84,35.0,4.0,4.0,7.5,Passive,False,False,3.8,3.5,Delayed,Online,True,False
SRV_002476,CUST_01485,2023-01-06 05:00:18.739244,Regular Service,Gachibowli,Hyderabad,2.9,3.0,0.2,2702.0,786.0,3487.0,0.87,42.0,3.4,4.1,7.2,Passive,True,True,4.0,3.7,Not Available,Online,False,False
SRV_002477,CUST_01070,2024-03-15 05:00:18.701242,Battery Replacement,Rohini,Delhi,1.5,1.5,0.0,6253.0,2375.0,8628.0,0.81,61.0,4.9,3.4,2.4,Detractor,False,True,4.5,4.8,Not Available,Mobile App,True,False
SRV_002478,CUST_00888,2023-06-15 05:00:18.696242,Major Service,Karol Bagh,Delhi,5.3,6.3,1.0,9779.0,3726.0,13505.0,0.6,41.0,3.6,2.6,3.7,Detractor,False,True,4.9,4.4,Available,Mobile App,False,False
SRV_002479,CUST_00163,2023-12-10 05:00:18.660247,Oil Change,Howrah,Kolkata,1.2,1.1,0.0,2624.0,595.0,3219.0,0.74,106.0,4.9,3.3,4.9,Detractor,True,True,4.1,3.6,Available,Online,False,False
SRV_002480,CUST_01602,2023-07-09 05:00:18.742244,Regular Service,Powai,Mumbai,1.8,2.4,0.6,4190.0,622.0,4812.0,0.73,56.0,3.1,3.9,7.3,Passive,True,False,4.0,3.8,Delayed,Mobile App,True,True
SRV_002481,CUST_01915,2024-04-21 05:00:18.766243,Oil Change,Koramangala,Bangalore,1.7,1.9,0.2,1797.0,560.0,2357.0,0.99,47.0,4.0,4.9,9.4,Promoter,True,True,3.5,4.6,Not Available,Phone,False,True
SRV_002482,CUST_00936,2023-10-17 05:00:18.697242,Engine Repair,Satellite,Ahmedabad,8.7,9.4,0.6,47653.0,406.0,48059.0,0.88,64.0,4.1,3.4,4.8,Detractor,True,True,3.6,4.6,Delayed,Walk-in,False,False
SRV_002483,CUST_00709,2024-12-25 05:00:18.692244,Regular Service,Koramangala,Bangalore,3.8,3.0,0.0,3684.0,871.0,4555.0,0.66,89.0,4.1,3.6,7.1,Passive,True,False,4.7,4.3,Available,Online,False,False
SRV_002484,CUST_00802,2023-11-24 05:00:18.694242,Regular Service,Satellite,Ahmedabad,3.4,2.7,0.0,3403.0,58.0,3461.0,0.84,93.0,3.5,3.6,7.8,Passive,False,True,3.6,4.8,Delayed,Phone,True,False
SRV_002485,CUST_00326,2023-06-11 05:00:18.664243,Brake Service,T. Nagar,Chennai,4.4,4.8,0.4,3945.0,970.0,4915.0,0.95,79.0,4.3,5.0,9.2,Promoter,False,True,3.8,4.3,Delayed,Online,True,False
SRV_002486,CUST_01678,2024-07-17 05:00:18.759243,AC Service,Aliganj,Lucknow,2.4,1.8,0.0,5412.0,1716.0,7128.0,0.9,97.0,3.5,4.7,9.8,Promoter,False,False,3.8,4.8,Delayed,Phone,True,False
SRV_002487,CUST_01439,2025-04-07 05:00:18.738244,Brake Service,OMR,Chennai,3.7,3.7,0.0,5430.0,1210.0,6640.0,0.68,61.0,4.1,3.5,7.8,Passive,True,True,3.4,3.9,Not Available,Online,True,False
